id,date_flown,route,traveller_type,author,date_of_review,overall_rating,aircraft,cabin_flown,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,seat_comfort,value_for_money,wifi_and_connectivity,review_verified,review_title,review_text
79,April 2022,Washington to Delhi,Family Leisure,S Kamalaya,30th April 2022,1,Boeing 787,5,5,1,1,3,Economy Class,2,3,Trip Verified,left stranded with very little options," Our flight route was from Washington DC IAD to Bengaluru via Delhi on 27th April ‘22. The scheduled stopover was 2.5 hours in which we had to complete immigration, check out baggage , go through customs and re-check in baggage and finally do the security check before boarding the second flight to Bengaluru. There was a delay of approx 45 mins by the time the flight landed in Delhi. So we had roughly only about 1.5 hours to complete the above steps. Unfortunately, although we were able to finish all the required steps by 1:30 pm, which was the scheduled departure time, we found to our dismay at the gate that the flight had taken off. What followed after that was a very difficult situation for any international traveller. We are a family of 4 carrying 9 checkin items along with carryon items. We received very little to no guidance or help from the airline officials. We were exited out of the airport, which meant we had to start all over again as a domestic passenger carrying international luggage. We had to run from post to pillar to arrange for new tickets as AirIndia has told us there were no other seats available on that day to Bengaluru. The next available flight was at a very hefty price on the next day evening. We were told it was our fault to have not boarded the flight in time and so there was no compensation or any willingness to try to look for options to accommodate us. We even requested them to provide us the lounge facility if we bought the next evening tickets at exorbitant price (27K per ticket). They’ve denied even giving that to us. We were left stranded with very little options. We stayed at the airport all day looking for options. Fortunately we were able to book through another airlines and discovered that there is a cargo service which offered to transport our luggage at a reasonable rate. Please use cargo option if you’re ever stranded with international luggage. We finally reached Bengaluru around 2:30 AM. Ironically, this flight was delayed by one and half hours since some of the passengers could not board this flight in time due to delayed Srinagar flight. Glad this airline was willing to accommodate them despite such a delay. I fail to understand why Air India could not have waited for a few minutes more despite our checked in luggage! In all, we ended spending 70K for tickets and cargo for no fault of ours. Did Air India sell our tickets to others, what could be the reason?  Immigration  Priority should be given to the passengers based on their transit flight timings. You might end up last in the long line based on your seating position when you get out from your first flight. Baggage claim: Based on your family/group, it will take that much more time to get all your luggage identified and out. We lost a lot of time here. There was still luggage coming out on the carousel after we identified our luggage.  Customs and Check in luggage: While checking in luggage we had to battle through a big line amidst angry domestic travellers. There should be two different lines for domestic and international travellers while checking in the luggage. We lost a lot of time here. Security check: Again, domestic and international passengers need to have different lines. Travellers who were unable to board in spite of checking in their luggage should be accommodated in another flight without having them completely exited."
80,April 2022,Delhi to Dubai,Family Leisure,J Fernandez,30th April 2022,1,na,3,3,4,1,3,Economy Class,1,na,Not Verified,entertainment screen wasn't working, The aircraft is spacious enough but that's not all customers would prefer. I used Air India to fly from Dubai to Delhi and return and both ways the entertainment screen wasn't working. on my way back the Armrest was damaged. After paying in full this is not what a customer would like to experience.
81,April 2022,Delhi to New York,Solo Leisure,Mohit Gheewala,28th April 2022,1,Boeing 777-300ER,1,1,1,1,1,Economy Class,1,1,Not Verified,Not recommending anymore," Worst seating, worst food, they don't even provide a lounge for the passenger whose flight got delayed. Worst service, I asked for the gate number as boarding pass didn't show as flight got delayed, the information desk had no idea. I don't know what else to say, local trains and busses are better than this. Not recommending anymore."
82,May 2020,Kuwait to Chennai,Family Leisure,Mayil Vahanan,27th April 2022,1,na,na,na,1,na,na,Economy Class,1,na,Trip Verified,Very disappointed by the attitude," Air India canceled the Flight due to covid 19 travel ban and closure of Airport, ticket attachments are related to year 2020. Still Kuwait to Chennai route is not operated by Air India though Ticket value is refused to reuse by rebooking or refund. Very disappointed by the attitude of Air India management and my Travel Agent CheapOair is emailed that Air India is rejected the Ticket value around Rs70000/- without any further correspondence. Like this cheating is very difficult for the customers to believe."
83,April 2022,Toronto to Delhi,Family Leisure,Shefal Sharma,22nd April 2022,3,Boeing 777,1,1,3,na,1,Economy Class,1,na,Trip Verified,She was very unprofessional, It was the worst airline experience ever in AI187 on 20 April from Delhi to Toronto. A crew member was very rude & disrespectful . I was feeling cold in the aircraft & had requested her to give me a blanket. She didn’t pay any attention to what I had said & ignored completely. After an hour i had reminded her about it & she didn’t listen to me. I reminded her while serving food the third time & still no courtesy to reply back. While serving drinks she forgot to hand me over my drink & moved on. I had to stop her & literally request to serve me my drink. She didn’t even bother to apologize. She was very unprofessional with no smile.
84,April 2022,Delhi to Melbourne,Solo Leisure,Rajan Puri,11th April 2022,10,na,na,na,5,na,na,Economy Class,5,na,Trip Verified,like to appreciate the ground staff, I would like to appreciate the ground staff of Air India working at Delhi airport. Sitender from Air India security and Pooja morning shift for going above and beyond to help my mother in law for assisting her to board a flight to Australia. The attention to detail provided by them was impressive and their customer service skills are excellent. They both are the fine ambassadors for Air India. Keep up the good work guys
85,March 2022,Delhi to Chicago,Solo Leisure,M Jubi ,6th April 2022,2,na,3,3,1,2,2,Economy Class,3,2,Not Verified,It was the worst experience," Overall the customer service is extremely poor. Dirty plane, seats are dirty. Baggage check-in person was extremely rude. My bag did not arrive when I arrived. The phone# and email that I received from the baggage claim form is useless. Air India do not value their customers. No one will follow up regarding missing bags. After 50 phone calls and numerous emails with no response, we ended up going back at the airport three times, finally we had some luck with meeting with supervisor. After one long week, we received the bag. No compensation was provided for the troubles that we went through. It was the worst experience from our last travel. Every encounter we had, not one person made us feel that they cared. I am very disappointed with my travel experience."
86,March 2022,London to Cochin,Solo Leisure,T Ashwin,5th April 2022,1,Boeing 787-8,4,1,4,1,1,Economy Class,1,1,Trip Verified,this was the worst experience," I travelled by Air India from London Heathrow to Cochin on 19th March. This was my first experience after Tata had taken over Air India and this was the worst experience I ever had with an airline. The interior of the flight was quite old looking, passenger hand rest were broken and wrapped with insulation tape. Moreover, the seat was torn and dirty. I don’t want to mention anything about toilet cleanliness. Food quality was pathetic, quality came down drastically, not at all tasty. "
87,April 2022,Delhi to Chicago,Family Leisure,J Havawin,4th April 2022,1,Boeing 777,1,1,1,1,1,Economy Class,1,na,Trip Verified,One of the worst experiences, One of the worst experiences of my life in flying. The ground staff was rude and did not know how to handle edge cases. I got sick due to extreme heat and on requesting priority check-in it was provided but the experience is worst than normal check-in. The duty Manager was rude and did not handle it well even on explaining the health condition. The Inflight experience was also not good. Food was stale (Breakfast and Lunch). The flight attendants were also not courteous and did not come to attend to the passenger (me) even 2 hrs after calling. InFlight entertainment was also not working. Seems flight attendants are there for sake of being there not for service. Better go for any other Airline.
88,March 2022,London to Delhi,Family Leisure,Sudipto Sarkar,3rd April 2022,2,na,3,3,1,1,2,Business Class,1,na,Trip Verified,nothing seems to have changed under the new ownership,"We recently flew Business Class on London->Delhi->Bagdogra and returned Kolkata->Delhi->London. Except for on-schedule flights, nothing seems to have changed under the new ownership. No entertainment system available and even the flight attendants seemed unaware. Then the lame excuse - ""our entertainment system is getting updated under new ownership"". We didn't even bother to try the entertainment system on any further leg. The Priority tags on the luggage were the biggest jokes, except at Heathrow, almost everywhere, we got our luggage almost at the end. During our return, we had a 4 hours wait at Delhi Intl. terminal and there was no lounge facility available. I would have expected them to have an arrangements with other airlines or providers. I feel, it will take time for Air India to change its archaic and unprofessional model."
89,March 2022,London to Rajkot via Mumbai,Solo Leisure,H Karshar,3rd April 2022,3,Boeing 787-8,3,1,3,1,4,Economy Class,1,1,Trip Verified,did not have pillows for passengers, The inflight entertainment was not working. They did not have pillows for passengers and you literally had to ask them for blankets as it was very cold in the aircraft. Food was not up to standard. Cabin staff were good
90,March 2022,Vancouver to Delhi,Couple Leisure,Joseph Cherian,28th March 2022,1,Boeing 777,1,1,3,1,1,Economy Class,1,1,Trip Verified,Never again Air India in my life," As I entered the Air India aircraft (Boeing 777) there was no fresh smell but a sensation of stale air. During the 15-hour flight, none of the tv screens was working. The announcement was made over the public address system that the tv screens were faulty, for which they apologized.  AC too may not have been working because the air was humid and stuffy. None of the cabin crew came around offering water or other services.  Throughout the flight, people were walking up and down the aisle to fetch water. For lunch they also included the snack meant for tea, so crew can be spared the trouble of serving again at tea time. The flight was so deplorable that I cancelled my return trip to Vancouver by Air India and booked on Lufthansa instead, even though I had to lose a substantial amount of money. Never again Air India in my life."
91,March 2022,Delhi to Vancouver,Family Leisure,C Kathir,28th March 2022,1,na,3,4,1,1,1,Economy Class,1,1,Trip Verified,a totally chaotic experience, It was a totally chaotic experience. No web check in from Vancouver as it is not in the drop down list.I called customer service and the poor lady could not help me much. The flight is totally basic. No inflight entertainment whatsoever. The seats are broken and dirty. No reading light or call button. Thankfully I was forewarned so I had downloaded movies for kids on their computers. I had booked seats with more leg space but despite me paying extra for this I did not get the chosen seats. This was frustrating. Nor will I get repaid for the extra fare I paid as now I dont have time to run after them. The heating system was overworking and the aircraft was boiling. When I asked staff to lower the temperature they were giving weird explanations that we are flying over north pole and temperature outside is minus 60. Finally one of them told me the aircraft is old and their was a technical glitch. The thermostat was not working. The saving grace was that most of the staff was hospitable and felt embarrassed by the poor quality aircraft themselves. They commiserated with us as they were not responsible for the poor quality provided by AI. The lady next to me helped me with my frustrated tired kids. On the whole I would not recommend this flight. New management has a huge task ahead of them.
92,March 2022,Toronto to Delhi,Solo Leisure,Jay Gupta,26th March 2022,5,Boeing 777-300ER,5,1,5,4,3,Business Class,5,na,Not Verified,the food was the worst I’ve ever had," I realize that Tatas have a huge task ahead of them to set the airline on a proper trajectory. However, my experience was not bad except the food which was the worst I’ve ever had. The staff were excellent and the overall flight was very comfortable and on time."
93,March 2022,San Francisco to Delhi,Solo Leisure,S Kaur,25th March 2022,1,Boeing 777-300ER,1,1,1,1,1,Economy Class,1,1,Trip Verified,Absolute worst flight experience," Absolute worst flight experience! The aircraft was so old and broken down. The seats were super uncomfortable. Most of the TVs did not work. The staff was extremely rude and did their job horribly. When I complained about the TV not working, they did nothing to help. The overhead lights and assistance buttons also did not work. When I asked for water, they told me to go to the back and get it myself. The bathrooms were disgusting. No toilet paper or hand sanitizer. Travellers were not even provided basic toiletries like toothbrushes and toothpaste even though it was a 16 hour flight. I will never be travelling on this airline again and do not recommend anyone else to either!"
94,March 2022,Pune to Belagaum,Solo Leisure,N Singh,22nd March 2022,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,an alternative flight was also not arranged,Our flight was cancelled at 12.30 when all customers were waiting for boarding which is unacceptable and an alternative flight was also not arranged which is completely zero tolerance. Refund is not the solution for this as we have value for our time. An alternative should have been kept in case of technical issues.
95,March 2022,Melbourne to Delhi,Business,A Sahyra,22nd March 2022,3,Boeing 787,2,2,2,1,1,Business Class,1,1,Trip Verified,most mediocre Business class," I travelled in AI 309 Melbourne to New Delhi. It’s one of the most mediocre Business classes I ever travelled in. It is more like glorified Premium Economy. Some airlines premium economy is better than business class of Air India.  Enough Legroom and comfortable but Zero privacy to the extent you must share the table with the person sitting next to you. No storage whatsoever. Charging points not working. If you chose the windows seat, then then you must literally jump over the aisle seat person if they are sleeping. Inflight Entertainment: The inflight entertainment is laughable. If you are not Indian, you will have like 10 movies to chose from. TV shows have only one episode. No music to listen to. Food: Its typical Indian food be prepared for that. Service: They server two meals and a round of drinks of your choice. You will be asked for drinks twice only. Cost: it was slightly cheaper than other business class when I say slightly 1200AUD less than other flights. And I chose it, which is clearly a mistake. Will not recommend this carrier."
96,March 2022,Newark to Delhi,Solo Leisure,C Thane,14th March 2022,1,na,na,na,1,na,na,Economy Class,1,na,Trip Verified,doesn't care in the least about customer service," I am horrified! I've never been treated so badly in my entire life! I showed up for my flight 3 hours early. When I went to check in, I was asked if I had filled out the Air Suvidha form. I had not, as I had not been notified by Air India that this form was required, and I looked all over their website and found no mention of this form. I have been to India 4 times before and knew to have all my pertinent documents with me, which I did, but nobody told me I had to upload them to a special website. Filling out the form was impossible to do on a cell phone, I couldn't get the documents to be small enough, so the form kept being rejected. There was nobody there helping all the people who had not filled out the form because none of them were notified in advance. There were a half dozen of us that were not permitted to check in because we were unable to complete the form on our cell phones, among those turned away were an elderly couple and a young couple with an infant baby. This is totally unconscionable! The couple with the infant baby asked if they could at least be compensated with a hotel room, and the heartless Air India employee behind the counter said, sorry there is nothing we can do for you. Then to add insult to injury, when trying to rebook the flight, Air India is charging a $300 no show fee. This airline doesn't care in the least about customer service. I will never book a flight with Air India again. Do yourself a favor and book with a different airline."
97,March 2022,Patna to Delhi,Business,Rahul Anand,13th March 2022,7,A320,4,4,4,na,4,Economy Class,4,na,Trip Verified,In flight meal was good," Now after take over by Tata, change is visual when flying Air India. Did web checkin and no check in baggage so no experience of Check in/ Boarding was smooth, also flown on time and arrived on time. In flight meal was good though now they should start serving non veg in economy class too which was stopped by management few years back. Staff were courteous."
98,March 2022,Delhi to Chicago,Solo Leisure,S Shetty,12th March 2022,1,Boeing 777-300ER,2,1,1,1,1,Economy Class,1,na,Not Verified,sublime torture on this 15.5 hour journey," I have often heard of horror stories of international travel in Air India but had thankfully never had to personally experience the airline on an international route. However due to a personal emergency, I had to fly Air India recently since it was the only way I could get to Chicago in time. Air India has elevated the art of flying into a sublime torture on this 15.5 hour journey. The tortuous check-in process with agents taking upto 15-20 minutes to check-in a single passenger and the general chaos at the counter in Delhi was a precursor to the horrors which awaited me on board. The aircraft was run-down and shabby, which was the second warning but the best part was when I reached my seat, I had an exit row aisle right next to the bathroom which was so narrow that I could barely wedge myself in the seat with the the ancient inflight entertainment remote bulging out and pressing into my waist. Of course this fun was enhanced by the fact that in the entire economy section not more than 4-5 seats had a working IFE system the rest of us were entertained by staring at the Air India logo on the screen for 15 hours and they even gave us complimentary headsets so that we could enjoy the feel of the cheap headsets in our ears since the system was not working anyway, The seat itself had a worn out cushion and a weird back angle and barely usable headrests, I have never been happier to exit an aircraft just so that I never have to sit in this seat again. This was not the end of it of course, the airline decided that since the flight was scheduled at an ungodly hour of 2.45 am, it makes no sense to offer food to passengers who after traveling to the airport and spending an awesome time in check-in and immigration would just not be in the mood for sustenance so they dropped some chips and a packet of cheap biscuits on the seat and served breakfast only after 5-6 hours at least hunger made the awful food more edible. After this the crew decided to rest for 6-7 hours just handing out a cup of tea in between and while theoretically we could go to the galley to make our own tea/coffee they very considerately did not keep any cups or disposable paper cups to consume the said tea/coffee in. Perhaps a game of find the cup could entertain the passengers since the IFE could not. Finally a couple of hours before landing we were offered dinner which tasted slightly better than wet cardboard. The only redeeming factor on the flight was that Air India is surprisingly generous with alcohol and still offers good whisky and gin in good portion in economy but since this was only served to the end of the flight, it did not alleviate the misery in any way. The first thing I did after reaching my destination was to cancel my return ticket with them since there is no way I can put myself through such an experience again."
99,February 2022,Delhi to Toronto,Solo Leisure,P Vardel,7th March 2022,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,No entertainment on 16 hr flight," Worst flight I travelled ever. My flight was of 16 hrs non stop and the screen in front of me was not working at all I was not able to watch any safety protocols or see where the flight is currently, route, weather conditions. No entertainment on the 16 hrs flight. It felt like I was in a black hole or something like that. I requested the flight attendants to turn the screen on or change the seat if the screen is broken and they responded in humiliating and disrespectful way and did nothing.  If the screen was not working why did you allotted the seat to me, it was very unfair with me."
100,March 2022,Toronto to Delhi,Solo Leisure,Urvashie Pruthi,7th March 2022,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,Worst flight experience ever," Worst flight experience ever, the chairs were broken, one couldn’t recline and other won’t stop reclining. There was a chewing gum just in front of my seat. No regular service, ring the bell and nobody will come for hours and eventually you have to go get water and everything you want. The armrest was broken as shown in the photo here. They have screen but earphones don’t work. I asked for a cup of tea I was told we are serving food right now so later will bring it, after an hour I went again n was told sorry now we can’t give you anything as we will land in one hour and we forgot to bring before. The whole crew was sitting in the back chilling."
101,January 2022,Sydney to Ahemdabad via Delhi,Family Leisure,Dhaval Patel,3rd March 2022,1,Boeing 787,1,1,1,3,3,Economy Class,1,1,Trip Verified,no proper accommodation provided, My wife's with my Infant flight was delayed 5 hrs from the actual arrival time so the domestic connecting flight missed and next flight after 10 Hrs at the airport. No food and no proper accommodation provided because of their mismanagement and my wife had to sit the whole night with luggage and our 8-month child at the Delhi airport. Complaint on the airline's website but after 1.5 months also no acknowledgment of their mistakes nor a simple reply back.
102,February 2022,San Francisco to Delhi,Solo Leisure,Bhakti Panchal,2nd March 2022,1,Boeing 777-300ER,2,1,3,1,1,Business Class,1,1,Not Verified,do not recommend anyone to fly Air India," We had purchased a business class seat for my mother as she recently had major surgeries and her legs needed to stay elevated throughout the journey. The seat recline didn't work the entire time, the seat was normal as an economy class. The main reason for us to buy the Biz class for the comfort of her travel which was not the case here at all. I have try calling AI since last three days no answer. If you try to book the flight the calls goes through immediately but if you call for any other reason no one ever picks up. I have submitted an online feedback no respond. I have sent an email no response. We were told by the crew member that since she had an issue with her seat she would get a refund back, but how will one get a refund if there is no way to contact anyone?  This was waste of our money. I do not recommend anyone to fly Air India."
103,February 2022,San Francisco to Delhi,Business,Anisha Judge,28th February 2022,1,na,1,1,1,1,1,Business Class,1,1,Not Verified,"plane was filthy,  entertainment non existent"," I had booked a business class ticket using miles for travel from San Francisco to Delhi on Feb 21st. The ticket was booked and a seat was assigned 2 months prior to travel. I knew that there was something amiss when I tried to check in 24 hours prior to departure as it kept asking me to contact an agent. Of course true to Air India’s style there was no way to get through to an agent. When I arrived at the airport and presented my confirmed ticket to the agent she without any explanation called her manager. This is where the rudeness and complete disregard started. The staff who is supposed to be a supervisor came and without a greeting or an apology states “you have 2 options, you can take a non working seat in business class or move to economy.”  When I said that neither of those options were acceptable she responded with “then I cant help you as I have to give your seat to a paying passenger” and in the same breath asked the agent to take the next passenger with no resolution to my situation or problem. When I refused to move she basically moved the agent to another desk and started talking to the next passenger, completely ignoring me as if I did not exist. I kept talking and she completely ignored me. I was also informed that she was the only manager and that I had no recourse. Imagine standing at the airport with a ticket in hand and no airline employee willing to do their job and get you checked in. I then walked over to the united counter to try to see if I could fly united – unfortunately the united flight had just closed so that option was lost to me. I explained my situation to the united manager, who then contacted Air India. At this time I realized that their staff had lied to me and that there was a manager higher than her on site. It took the involvement of another airline’s manager to bring the until now invisible Air India manager out of her office. She stepped in and informed me that the business class seat that they were willing to reassign me to (not my original seat) was manually functional ie. broken but could be moved manually. I had no choice but to accept this less than ideal offer. When I got on board, I did ask the flight attendant to check that the seat was indeed manually functional. At this time the ground staff reentered the plane and interrupted my conversation with the flight attendant by screaming in front of all the other passengers “I have spent 1 hour with this woman and told her that the seat is broken.” She was curtailed from continuing this rant by the flight supervisor and passengers sitting in 14A and 14C.  Anyway it so turned out that the seat was completely broken. They finally moved me to another partially broken seat. This seat required manual adjustment and even manually the foot rest would not come into complete upright position so essentially the FAA rules were broken during take off and landing. Finally the plane was filthy, the entertainment non existent and the food terrible. Anyway I made my way to Delhi in complete misery."
104,March 2021,Bangalore to Muscat,Couple Leisure,Satheesh Kottayil,14th February 2022,1,na,na,na,na,na,na,Economy Class,1,na,Trip Verified,waiting for refund since last 1 year," Bangalore to Muscat. Please don't travel in this airline. I have been waiting for refund around 12000rs since last 1 year, every time when we call customer care they will tell some stories."
105,February 2022,Lucknow to Delhi,Business,Ankit Dubey,5th February 2022,10,A320Neo,5,5,5,na,4,Economy Class,5,na,Trip Verified,a great short flight," This was my first time flying Air India after its acquisition by its founding owners Tatas and to be honest I was'nt expecting much of a change in the hard product given the turnaround of the interiors, etc would take time and I would give them at least a year to refurbish their entire fleet and replace older planes with newer ones. However, I did expect to see changes in the Soft Product like Ground staff, Cabin Crew, Inflight meals and most Importantly the On Time Performance. I was very impressed with the overall time management of the ground staff who ensured on time boarding. The Cabin crew was courteous and ensured that all the pax wore masks for the entire duration of the flight. Air India offers free refreshments or meals on a short 60 Minute flight like this one so I was served a refreshment box with a veg puff, tetra juice pack, Tomato ketchup and and the crew was kind enough to serve me another snack box when I requested. Overall it was a great short flight and would fly them again."
106,January 2022,Amritsar to Paris via Delhi,Solo Leisure,Sukhjinder Singh,25th January 2022,1,na,1,1,3,1,1,Economy Class,1,1,Trip Verified,not recommend anybody to travel with them," Traveling with Air India get worse and worse. They don't provide pillow and blankets, they don't serve soft drinks, hard drink, tea or coffee on seat. You have to go the service station, sometime passengers don't know and they wait all the time for drinks. Like me and didn't announce that. For snacks they serve that 10rupees bread cold sandwich and  breakfast quality is ok. When you ask them for these things they give excuse of COVID. So from my experience I would not recommend anybody to travel with them."
107,January 2022,Washington to Delhi,Solo Leisure,Anjan Yaragani,16th January 2022,1,na,1,1,1,1,1,Economy Class,1,1,Not Verified,Customer care support is worst,I will never book ticket with Air India. They cancelled the flight 12 hours before and scheduled it two days later. Again they canceled 12 hours before second time and scheduled to next day. Customer care support is worst and they just keep your call in hold more than hour and simply cut the call without details and also they never call back even mentioned to give a call back if call dropped in between. I had to call 5 times to speak with customer care support and it took more than 5 hours. Worst management and they don't care about customer satisfaction. I am not going to travel with Air India.
108,February 2021,Paris to Sydney via Delhi,Solo Leisure,Cécilia Lopez,12th January 2022,1,na,na,na,na,na,na,Economy Class,1,na,Trip Verified,haven’t been able to refund me," During the summer of 2020 I wasn’t able to take the plane because of covid, and my 700€ ticket still to this day hasn’t been refunded. I have called and waited, and spent so much energy on this company, but they took me for a fool and still haven’t been able to refund me. Their service company is horrible and several times they have hung up on me while I was waiting. Never ever buy a ticket from them as you will never be paid back if you do not take the plane"
109,January 2022,Bhubaneswar to Dubai via Delhi,Solo Leisure,Sekh Mallik,12th January 2022,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,told now the change fee had increased," I had to transit through Delhi and was asked to do a repeat PCR in spite of already holding a negative PCR report from my first flight. By the time I got the test done in the airport, I lost my connection. I approached the desk of Air India and was told there was a later flight and I need to pay 3000 INR to get into that flight. I arranged to pay but they asked to see the negative report of the new test. When I brought the report I was told now the change fee had increased to 4500 rupees. In desperation, I agreed but was told they would only change the flight after I brought the luggage that was checked on the earlier flight. I got my luggage and as expected the counter staff of Air India told me now the change fee had become 7000 rupees. I was desperate to reach my destination and paid it but I dread to even think the plight of those who were wailing at the counters since they did not have the means to pay."
110,January 2022,Bhopal to Mumbai,Family Leisure,Lovlit Goplani,5th January 2022,1,na,1,1,1,1,1,Economy Class,1,na,Not Verified,Never travel with Air India again," Never travel with Air India again. Firstly they cancelled the flight a day before and never even bothered to inform us. As we had already checked in they took our boarding pass and gave as a new one which stated a night flight. After such long wait and discussion back then they shifted us on the next day morning flight. Later when we were there they emphasised on RTPCR even after having double vaccination certificate and rude staff was so keen on making our experience worst stating don't keep the bag like this keep like that, as if we were the porters for her. "
111,December 2021,Sydney to Kolkata via Delhi,Family Leisure,Anjan Mandal,4th January 2022,5,na,3,3,3,3,3,Economy Class,2,na,Not Verified,Booking a ticket online is such a pain,"Booking a ticket online is such a pain. I tried booking online from Australia and everytime the payment failed. Then I tried booking via the tickets via their 24 hrs helpline and I had to call their call center multiple times for a total duration of 5 hrs before I could finally book the tickets. For every call, the Call center agent verifies the details again and then transfers the call to the ticketing team for booking, cancellations, rescheduling and refunds. But then the call gets disconnected invariably after 30 mins. I faced this same issue when I tried to reschedule my return domestic flight as my original flight was cancelled. Why can we not access the direct line to the ticketing team when are actually choosing that option while calling the call center? I think this is the biggest pain, please fix this. I will not prefer to travel with Air India unless I am in a pinch. Online booking and Call center delays are the biggest two issues which will keep the customer away, so please fix this."
112,December 2021,San Francisco to Delhi,Family Leisure,Somik Sinha,19th December 2021,6,na,5,5,5,2,2,Economy Class,5,na,Not Verified,I would say to not fly Air India ,"San Francisco to Delhi. Everything went pretty smoothly from check in to boarding. However, the flight wasn’t the best. The IFEs barely worked, so we didn’t have entertainment for nearly 5-6 hours until they fixed it. The seats were also very uncomfortable, so I barely got any sleep. The cabin crew was friendly, and the meals were nice. I would say to not fly Air India for international travel."
113,November 2021,Delhi to Vancouver,Solo Leisure,Ajay Maru,12th December 2021,1,na,2,3,1,na,2,Economy Class,2,na,Not Verified,Absolute horrendous experience!," Please do not use Air India unless it's an absolute emergency 80% 9f their inflight entertainment systems don't work, this is for an international flight of 15 hours. Baggage check in take 2 hours at a minimum. There was incorrect communication on baggage transfers and people lost their bags. Absolute horrendous experience."
114,November 2021,Toronto to Delhi via Mumbai,Business,Ash Walker,10th December 2021,6,Boeing 777-300ER,5,4,1,2,2,Business Class,3,na,Not Verified,Boarding delay and nothing but chaos,"Ease of booking: No problem except the Travel Agent could not insert your frequent flyer number (if outside of Air India) during ticket booking. Had to do so at the time of check in to ensure that the United frequent flyer was printed on the Boarding Pass. Air India should ensure that any Star Alliance number can be inserted into the booking. Check-In Almost trouble free - the staff at Toronto was diligent in verifying vaccination status and RT-PCR test results. Staff must be trained to insert the Frequent Flyer number from other star alliance airlines. Boarding delay and nothing but chaos! There was no separate queue for business class. The counter was surrounded by passengers and the boarding was not started at the scheduled time. Smooth flight, great Boeing 777  and great meals! However, after the first 2 hours, the toilets were not looked after and supplies were not re-stocked. Extraordinary courtesy by cabin crew, very helpful to the families with kids and senior citizens. Air India Lounge at Delhi airport with very little supplies and hardly any variety of food. Cramped space during the pandemic. I flew from Delhi to Mumbai after the 14 hour flight from Toronto to Delhi. It was another chaotic boarding with 1 person at the boarding point and a lot of interference by Air India non-flying crew members as they tried to get best seats for themselves and their family members having passes. My own business class seat was changed in favor of a Captain's daughter flying on the flight. Air India can do much better by not disturbing or bumping around paying passengers in favor of non-paying ones. Delhi Airport Crowd management can be improved a lot, especially during these pandemic times."
115,December 2021,Toronto to Kochi via Delhi,Solo Leisure,Narendran Pillai,7th December 2021,1,na,4,2,2,1,1,Economy Class,1,1,Not Verified,there is absolutely no clue what is going on," The flight was supposed to take off by 11.50am, however even at 3.45pm (almost 4hrs now) there is absolutely no clue what is going on, still awaiting any announcements about when we would take off. To make it worse even the crew or pilot cant make any meaningful announcements to let people know of the condition, absolutely radio silence except for all kids screaming and people impatiently walking about. Did I mention broken display, so no entertainment either."
116,July 2021,Kozhikode to Dubai,Couple Leisure,Ashif Nelleri,5th December 2021,1,na,1,na,1,na,1,Economy Class,1,na,Trip Verified,Worst customer service experience, Worst customer service experience ever. Called 8 times and spoke to 8 different customer service representatives about refund my ticket. Some times representative would cut my call. This didn't happen once or twice but four times!. Horrible airline with horrible customer service and not worth the money at all.
117,November 2021,Sydney to Delhi,Family Leisure,H Kaur,2nd December 2021,1,na,1,1,1,1,1,Economy Class,1,1,Not Verified,not worth the money at all, Worst customer service experience ever. Called 4 times and spoke to 7 different customer service representatives about changing my ticket but as soon as I confirmed the change and was about to pay the representative would cut my call. This didn't happen once or twice but four times in one day! I told the latter representatives that I urgently needed to change my ticket and could not keep calling back and being transferred but they kept doing the same thing. Due to this the ticket availability went from 9th December to 1st January 2022 and when I finally was able to book the 1st of Jan the representative cut my call again. Horrible airlines with horrible customer service and not worth the money at all.
118,November 2021,Gorakhpur to Lucknow,Business,D Kabey,2nd December 2021,10,ATR 72-600,5,na,3,na,5,Economy Class,5,na,Trip Verified,good experience on this short sector, I was impressed with the legspace even on this small aircraft. Though Air India usually offers snacks on even short flights but due to covid it was not available on this flight. Water bottles were served to all passengers. Flight was on time and landed a few minutes before arrival time. Overall a good experience on this short sector and thankful to air India for being the only airline to be operating on this route and that too at a reasonable price.
